date,region,person,goods,units,amount,value
20 Apr 13,south,harry,tablets,1,709,709
20 Apr 13,west,jack,desktops,4,591,2364
20 Apr 13,mountain,william,desktops,4,548,2192
20 Apr 13,east,kate,desktops,1,280,280
20 Apr 13,midwest,sam,laptops,1,576,576
20 Apr 13,east,joe,software,1,207,207
20 Apr 13,south,fred,tablets,4,364,1456
20 Apr 13,east,julie,software,1,383,383
20 Apr 13,west,lyn,software,1,307,307
20 Apr 13,west,rachel,tablets,4,456,1824
20 Apr 13,mountain,james,laptops,1,414,414
20 Apr 13,south,sue,desktops,4,318,1272
20 Apr 13,west,kevin,laptops,2,625,1250
21 Apr 13,midwest,charles,software,1,356,356
21 Apr 13,mountain,frederic,laptops,2,711,1422
21 Apr 13,mountain,frederic,servers,2,2158,4316
21 Apr 13,east,kate,tablets,1,246,246
21 Apr 13,south,tom,software,1,319,319
21 Apr 13,south,harry,tablets,2,99,198
21 Apr 13,mountain,claire,software,1,153,153
21 Apr 13,east,sunil,tablets,4,306,1224
21 Apr 13,midwest,bob,laptops,4,552,2208
21 Apr 13,south,jim,tablets,1,475,475
21 Apr 13,east,dan,desktops,1,531,531
21 Apr 13,east,andy,tablets,1,549,549
21 Apr 13,west,kevin,software,2,419,838
21 Apr 13,mountain,claire,laptops,1,560,560
21 Apr 13,midwest,charles,tablets,10,522,5220
21 Apr 13,midwest,john,tablets,1,432,432
21 Apr 13,south,harry,tablets,2,971,1942
21 Apr 13,west,roger,software,1,332,332
21 Apr 13,east,dan,tablets,10,180,1800
21 Apr 13,midwest,sam,laptops,1,880,880
21 Apr 13,east,dan,desktops,10,600,6000
21 Apr 13,east,julie,desktops,2,483,966
21 Apr 13,south,harry,tablets,1,769,769
22 Apr 13,west,roger,tablets,2,689,1378
22 Apr 13,east,dan,desktops,1,770,770
22 Apr 13,east,andy,servers,1,1937,1937
22 Apr 13,west,jack,software,1,315,315
22 Apr 13,west,kevin,desktops,1,457,457
22 Apr 13,midwest,charles,laptops,1,783,783
22 Apr 13,west,roger,software,2,204,408
22 Apr 13,midwest,charles,laptops,1,406,406
22 Apr 13,midwest,charles,laptops,1,828,828
22 Apr 13,west,kevin,software,2,423,846
22 Apr 13,west,rachel,desktops,1,347,347
22 Apr 13,west,roger,tablets,4,751,3004
22 Apr 13,west,mandy,tablets,1,534,534
22 Apr 13,west,mandy,desktops,4,757,3028
22 Apr 13,mountain,claire,tablets,1,206,206
22 Apr 13,midwest,sam,tablets,1,921,921
22 Apr 13,south,sue,tablets,1,511,511
22 Apr 13,midwest,charles,desktops,1,617,617
22 Apr 13,mountain,frederic,laptops,1,881,881
22 Apr 13,south,debs,software,10,487,4870
22 Apr 13,west,rachel,software,4,451,1804
22 Apr 13,midwest,sam,servers,1,1321,1321
22 Apr 13,mountain,claire,tablets,1,27,27
23 Apr 13,south,debs,servers,1,2089,2089
23 Apr 13,west,rachel,tablets,1,929,929
23 Apr 13,midwest,sam,laptops,4,378,1512
23 Apr 13,west,lyn,laptops,1,945,945
23 Apr 13,west,mandy,software,10,175,1750
23 Apr 13,west,kevin,software,1,131,131
23 Apr 13,south,sue,tablets,1,358,358
23 Apr 13,south,jim,tablets,1,54,54
23 Apr 13,west,rachel,desktops,2,329,658
23 Apr 13,west,rachel,desktops,1,248,248
23 Apr 13,west,roger,servers,1,2296,2296
23 Apr 13,west,lyn,tablets,10,453,4530
23 Apr 13,east,andy,servers,1,1223,1223
23 Apr 13,south,fred,tablets,2,53,106
23 Apr 13,west,roger,tablets,1,299,299
23 Apr 13,west,rachel,tablets,1,353,353
23 Apr 13,west,jack,tablets,4,827,3308
23 Apr 13,east,dan,tablets,2,88,176
23 Apr 13,mountain,william,servers,1,2594,2594
23 Apr 13,midwest,bob,tablets,1,204,204
23 Apr 13,west,roger,tablets,1,437,437
23 Apr 13,midwest,charles,tablets,1,331,331
23 Apr 13,south,jim,servers,2,1641,3282
24 Apr 13,east,joe,tablets,4,24,96
24 Apr 13,south,fred,software,2,142,284
24 Apr 13,east,kate,tablets,1,69,69
24 Apr 13,west,lyn,software,2,341,682
24 Apr 13,west,rachel,software,4,485,1940
24 Apr 13,west,roger,tablets,2,588,1176
24 Apr 13,midwest,bill,software,2,294,588
24 Apr 13,east,joe,desktops,4,481,1924
24 Apr 13,east,kate,tablets,2,98,196
24 Apr 13,west,kevin,laptops,2,555,1110
24 Apr 13,east,joe,software,10,497,4970
24 Apr 13,west,lyn,tablets,1,261,261
24 Apr 13,mountain,william,desktops,4,389,1556
24 Apr 13,midwest,bob,desktops,4,375,1500
24 Apr 13,west,kevin,desktops,2,479,958
24 Apr 13,south,harry,tablets,2,576,1152
24 Apr 13,west,mandy,tablets,1,487,487
24 Apr 13,east,dan,laptops,10,525,5250
24 Apr 13,west,lyn,tablets,2,717,1434
24 Apr 13,east,andy,laptops,1,492,492
24 Apr 13,south,debs,desktops,1,676,676
24 Apr 13,south,fred,tablets,10,759,7590
24 Apr 13,midwest,john,laptops,10,525,5250
25 Apr 13,west,rachel,desktops,1,665,665
25 Apr 13,midwest,bill,laptops,10,429,4290
25 Apr 13,east,joe,tablets,1,469,469
25 Apr 13,east,jackie,software,1,340,340
25 Apr 13,mountain,frederic,tablets,10,986,9860
25 Apr 13,south,sue,laptops,2,383,766
25 Apr 13,west,roger,software,2,113,226
25 Apr 13,west,rachel,desktops,1,248,248
25 Apr 13,south,jim,tablets,1,90,90
25 Apr 13,east,dan,tablets,1,655,655
25 Apr 13,west,rachel,laptops,1,443,443
25 Apr 13,west,mandy,software,10,447,4470
25 Apr 13,south,jim,software,1,284,284
25 Apr 13,midwest,sam,laptops,1,850,850
25 Apr 13,south,fred,servers,10,1756,17560
25 Apr 13,west,roger,laptops,1,865,865
25 Apr 13,mountain,frederic,servers,1,2383,2383
25 Apr 13,midwest,john,tablets,4,467,1868
25 Apr 13,mountain,frederic,desktops,1,301,301
25 Apr 13,midwest,bill,laptops,1,744,744
25 Apr 13,south,harry,desktops,10,743,7430
25 Apr 13,west,kevin,tablets,2,76,152
25 Apr 13,east,jackie,tablets,1,510,510
26 Apr 13,midwest,charles,laptops,1,772,772
26 Apr 13,west,roger,laptops,10,707,7070
26 Apr 13,east,joe,software,1,377,377
26 Apr 13,west,rachel,desktops,1,322,322
26 Apr 13,east,allie,desktops,2,223,446
26 Apr 13,west,kevin,tablets,4,275,1100
26 Apr 13,west,lyn,tablets,1,271,271
26 Apr 13,west,kevin,laptops,4,675,2700
26 Apr 13,west,rachel,laptops,1,985,985
26 Apr 13,west,mandy,laptops,1,436,436
26 Apr 13,east,andy,tablets,1,514,514
26 Apr 13,midwest,charles,tablets,1,205,205
26 Apr 13,west,lyn,servers,1,2028,2028
26 Apr 13,south,sue,tablets,1,92,92
26 Apr 13,midwest,john,software,4,428,1712
26 Apr 13,west,kevin,desktops,10,328,3280
26 Apr 13,south,debs,laptops,1,836,836
26 Apr 13,west,rachel,laptops,1,748,748
26 Apr 13,west,roger,servers,1,2907,2907
26 Apr 13,midwest,bill,software,1,482,482
26 Apr 13,east,allie,desktops,1,438,438
26 Apr 13,west,kevin,tablets,4,862,3448
26 Apr 13,south,jim,laptops,1,885,885
27 Apr 13,south,sue,tablets,1,965,965
27 Apr 13,west,jack,laptops,1,911,911
27 Apr 13,east,joe,tablets,1,454,454
27 Apr 13,south,leon,desktops,1,403,403
27 Apr 13,midwest,sam,tablets,4,536,2144
27 Apr 13,west,lyn,servers,1,1741,1741
27 Apr 13,west,jack,laptops,1,758,758
27 Apr 13,west,mandy,laptops,2,998,1996
27 Apr 13,midwest,bob,tablets,2,334,668
27 Apr 13,midwest,bill,tablets,1,633,633
27 Apr 13,west,jack,laptops,2,854,1708
27 Apr 13,south,debs,laptops,2,454,908
27 Apr 13,south,debs,tablets,1,122,122
27 Apr 13,mountain,frederic,tablets,1,44,44
27 Apr 13,midwest,charles,desktops,2,533,1066
27 Apr 13,east,kate,servers,1,2995,2995
27 Apr 13,east,kate,software,1,206,206
27 Apr 13,west,lyn,tablets,1,901,901
27 Apr 13,mountain,claire,tablets,1,247,247
27 Apr 13,midwest,charles,tablets,2,28,56
27 Apr 13,mountain,claire,software,2,488,976
27 Apr 13,west,mandy,software,1,438,438
27 Apr 13,west,mandy,desktops,1,248,248
28 Apr 13,mountain,frederic,laptops,2,947,1894
28 Apr 13,south,fred,desktops,1,772,772
28 Apr 13,south,leon,desktops,2,528,1056
28 Apr 13,midwest,john,software,1,328,328
28 Apr 13,south,jim,tablets,1,353,353
28 Apr 13,west,mandy,desktops,1,510,510
28 Apr 13,west,rachel,software,1,158,158
28 Apr 13,east,jackie,tablets,1,260,260
28 Apr 13,midwest,bill,tablets,2,450,900
28 Apr 13,west,kevin,desktops,1,759,759
28 Apr 13,mountain,claire,desktops,1,296,296
28 Apr 13,west,kevin,laptops,1,726,726
28 Apr 13,south,debs,laptops,2,434,868
28 Apr 13,west,kevin,tablets,10,136,1360
28 Apr 13,east,dan,software,1,150,150
28 Apr 13,west,kevin,tablets,10,991,9910
28 Apr 13,east,kate,tablets,2,96,192
28 Apr 13,west,jack,software,4,192,768
28 Apr 13,midwest,bob,laptops,1,920,920
28 Apr 13,east,dan,tablets,1,214,214
28 Apr 13,south,leon,laptops,4,594,2376
28 Apr 13,east,jackie,servers,1,1689,1689
28 Apr 13,south,jim,tablets,10,710,7100
29 Apr 13,east,jackie,laptops,1,775,775
29 Apr 13,midwest,bill,desktops,2,722,1444
29 Apr 13,west,mandy,laptops,1,489,489
29 Apr 13,east,joe,desktops,1,224,224
29 Apr 13,west,mandy,laptops,1,764,764
29 Apr 13,west,roger,laptops,1,660,660
29 Apr 13,east,dan,tablets,2,414,828
29 Apr 13,midwest,charles,desktops,2,424,848
29 Apr 13,midwest,charles,software,2,314,628
29 Apr 13,mountain,frederic,tablets,1,408,408
29 Apr 13,mountain,frederic,tablets,2,851,1702
29 Apr 13,west,jack,tablets,1,348,348
29 Apr 13,midwest,charles,servers,1,1301,1301
29 Apr 13,mountain,james,desktops,2,691,1382
29 Apr 13,west,jack,servers,2,2623,5246
29 Apr 13,east,kate,desktops,1,696,696
29 Apr 13,west,mandy,tablets,2,83,166
29 Apr 13,west,jack,laptops,2,536,1072
29 Apr 13,west,jack,software,1,446,446
29 Apr 13,midwest,john,tablets,1,571,571
29 Apr 13,south,sue,software,1,494,494
29 Apr 13,south,harry,software,1,361,361
29 Apr 13,midwest,bob,tablets,1,397,397
30 Apr 13,east,dan,tablets,1,865,865
30 Apr 13,south,sue,laptops,10,811,8110
30 Apr 13,west,jack,laptops,1,361,361
30 Apr 13,south,debs,tablets,1,891,891
30 Apr 13,east,jackie,desktops,1,326,326
30 Apr 13,west,rachel,desktops,1,565,565
30 Apr 13,east,andy,laptops,2,676,1352
30 Apr 13,east,allie,laptops,10,434,4340
30 Apr 13,south,sue,tablets,2,485,970
30 Apr 13,east,kate,tablets,2,188,376
30 Apr 13,west,rachel,laptops,1,925,925
30 Apr 13,south,leon,software,1,387,387
30 Apr 13,west,rachel,desktops,1,762,762
30 Apr 13,west,kevin,software,4,415,1660
30 Apr 13,east,kate,laptops,1,702,702
30 Apr 13,east,allie,tablets,1,471,471
30 Apr 13,east,joe,software,2,340,680
30 Apr 13,east,kate,desktops,1,514,514
30 Apr 13,south,jim,desktops,1,578,578
30 Apr 13,south,fred,laptops,1,724,724
30 Apr 13,west,roger,servers,1,2028,2028
30 Apr 13,west,jack,software,1,432,432
30 Apr 13,west,kevin,laptops,4,350,1400
01 May 13,west,kevin,desktops,1,550,550
01 May 13,south,jim,software,1,175,175
01 May 13,west,kevin,desktops,1,418,418
01 May 13,south,jim,software,1,176,176
01 May 13,mountain,frederic,tablets,1,893,893
01 May 13,west,lyn,laptops,10,815,8150
01 May 13,west,roger,tablets,1,154,154
01 May 13,east,joe,tablets,1,403,403
01 May 13,east,dan,servers,1,2221,2221
01 May 13,south,jim,desktops,1,270,270
01 May 13,south,leon,tablets,4,87,348
01 May 13,east,dan,servers,1,2510,2510
01 May 13,midwest,charles,tablets,10,235,2350
01 May 13,east,jackie,laptops,1,366,366
01 May 13,west,rachel,tablets,1,454,454
01 May 13,east,joe,tablets,2,805,1610
01 May 13,west,kevin,desktops,4,250,1000
01 May 13,midwest,charles,laptops,2,835,1670
01 May 13,east,allie,tablets,2,626,1252
01 May 13,mountain,claire,tablets,2,834,1668
01 May 13,south,fred,desktops,1,712,712
01 May 13,west,rachel,laptops,2,826,1652
01 May 13,west,rachel,tablets,2,721,1442
02 May 13,south,sue,software,4,168,672
02 May 13,west,jack,laptops,2,344,688
02 May 13,south,leon,laptops,1,986,986
02 May 13,east,dan,software,1,123,123
02 May 13,midwest,bill,laptops,4,355,1420
02 May 13,east,joe,laptops,4,382,1528
02 May 13,midwest,sam,tablets,2,180,360
02 May 13,south,fred,laptops,1,307,307
02 May 13,west,jack,laptops,1,986,986
02 May 13,midwest,bob,tablets,1,642,642
02 May 13,midwest,john,desktops,10,360,3600
02 May 13,south,leon,laptops,10,959,9590
02 May 13,south,leon,tablets,1,240,240
02 May 13,east,andy,tablets,4,470,1880
02 May 13,west,lyn,laptops,2,470,940
02 May 13,west,roger,tablets,1,813,813
02 May 13,east,allie,laptops,2,679,1358
02 May 13,south,harry,tablets,4,288,1152
02 May 13,west,mandy,tablets,2,232,464
02 May 13,west,roger,desktops,2,703,1406
02 May 13,south,jim,desktops,2,728,1456
02 May 13,south,harry,tablets,10,520,5200
02 May 13,west,kevin,laptops,2,398,796
03 May 13,midwest,bill,software,10,166,1660
03 May 13,south,jim,desktops,1,355,355
03 May 13,midwest,charles,tablets,1,172,172
03 May 13,south,debs,tablets,1,311,311
03 May 13,south,debs,tablets,1,932,932
03 May 13,west,mandy,servers,1,2739,2739
03 May 13,east,allie,tablets,1,781,781
03 May 13,midwest,john,tablets,2,975,1950
03 May 13,mountain,frederic,laptops,2,960,1920
03 May 13,west,kevin,laptops,1,947,947
03 May 13,east,joe,desktops,1,386,386
03 May 13,west,roger,software,2,373,746
03 May 13,west,roger,laptops,1,760,760
03 May 13,east,andy,tablets,2,521,1042
03 May 13,west,jack,tablets,1,518,518
03 May 13,west,rachel,laptops,2,339,678
03 May 13,south,jim,software,10,151,1510
03 May 13,south,leon,laptops,1,643,643
03 May 13,west,mandy,laptops,1,805,805
03 May 13,west,roger,desktops,1,799,799
03 May 13,west,roger,desktops,1,511,511
03 May 13,mountain,frederic,desktops,1,381,381
03 May 13,east,jackie,tablets,1,55,55
04 May 13,west,roger,software,1,439,439
04 May 13,west,rachel,software,1,482,482
04 May 13,west,rachel,software,1,225,225
04 May 13,east,kate,desktops,10,515,5150
04 May 13,south,fred,laptops,2,356,712
04 May 13,west,lyn,software,1,288,288
04 May 13,midwest,john,laptops,1,492,492
04 May 13,south,sue,software,1,421,421
04 May 13,south,debs,tablets,1,489,489
04 May 13,west,roger,desktops,4,642,2568
04 May 13,midwest,sam,tablets,1,817,817
04 May 13,midwest,charles,desktops,1,649,649
04 May 13,west,rachel,desktops,1,750,750
04 May 13,mountain,frederic,laptops,10,359,3590
04 May 13,east,joe,desktops,1,384,384
04 May 13,east,jackie,tablets,4,659,2636
04 May 13,west,lyn,tablets,1,33,33
04 May 13,west,rachel,desktops,4,723,2892
04 May 13,west,kevin,servers,2,1453,2906
04 May 13,east,joe,tablets,1,280,280
04 May 13,east,andy,laptops,1,663,663
04 May 13,east,andy,laptops,1,764,764
04 May 13,south,sue,desktops,4,565,2260
05 May 13,east,kate,servers,10,1347,13470
05 May 13,midwest,bob,servers,1,3000,3000
05 May 13,east,allie,tablets,10,344,3440
05 May 13,east,jackie,software,2,128,256
05 May 13,south,debs,desktops,4,640,2560
05 May 13,east,allie,tablets,1,880,880
05 May 13,mountain,james,laptops,1,392,392
05 May 13,midwest,bob,servers,1,2345,2345
05 May 13,midwest,charles,tablets,4,910,3640
05 May 13,west,roger,desktops,2,510,1020
05 May 13,west,kevin,tablets,1,719,719
05 May 13,mountain,william,tablets,1,896,896
05 May 13,east,jackie,servers,1,2253,2253
05 May 13,south,harry,servers,2,1928,3856
05 May 13,east,andy,tablets,1,132,132
05 May 13,south,debs,software,2,490,980
05 May 13,west,mandy,laptops,2,845,1690
05 May 13,east,joe,tablets,1,628,628
05 May 13,midwest,sam,tablets,1,457,457
05 May 13,east,joe,software,10,156,1560
05 May 13,west,roger,desktops,1,476,476
05 May 13,south,fred,laptops,10,1000,10000
05 May 13,south,sue,laptops,1,678,678
06 May 13,west,jack,laptops,4,428,1712
06 May 13,midwest,charles,tablets,1,86,86
06 May 13,east,dan,laptops,1,898,898
06 May 13,west,kevin,desktops,1,200,200
06 May 13,east,jackie,tablets,1,743,743
06 May 13,west,lyn,software,2,115,230
06 May 13,east,allie,desktops,1,465,465
06 May 13,east,allie,tablets,1,135,135
06 May 13,south,harry,tablets,1,126,126
06 May 13,east,jackie,software,1,135,135
06 May 13,south,harry,servers,1,2594,2594
06 May 13,west,roger,laptops,1,619,619
06 May 13,midwest,john,software,1,426,426
06 May 13,midwest,bob,desktops,10,744,7440
06 May 13,west,kevin,tablets,1,523,523
06 May 13,east,allie,software,1,472,472
06 May 13,south,jim,tablets,1,313,313
06 May 13,midwest,sam,software,1,324,324
06 May 13,midwest,charles,software,1,405,405
06 May 13,midwest,sam,servers,2,1065,2130
06 May 13,east,joe,tablets,1,157,157
06 May 13,west,jack,software,4,252,1008
06 May 13,south,jim,tablets,1,774,774
07 May 13,east,joe,servers,1,1645,1645
07 May 13,mountain,claire,desktops,1,489,489
07 May 13,west,mandy,tablets,10,652,6520
07 May 13,mountain,claire,tablets,1,44,44
07 May 13,midwest,john,software,4,380,1520
07 May 13,south,leon,tablets,1,641,641
07 May 13,mountain,claire,tablets,2,384,768
07 May 13,midwest,bob,tablets,1,797,797
07 May 13,west,kevin,tablets,4,990,3960
07 May 13,west,rachel,laptops,1,537,537
07 May 13,midwest,charles,tablets,10,773,7730
07 May 13,mountain,claire,desktops,1,731,731
07 May 13,west,lyn,desktops,1,722,722
07 May 13,mountain,james,tablets,4,823,3292
07 May 13,south,jim,laptops,4,432,1728
07 May 13,mountain,frederic,tablets,1,601,601
07 May 13,west,mandy,laptops,1,934,934
07 May 13,east,allie,tablets,1,906,906
07 May 13,east,allie,laptops,2,818,1636
07 May 13,west,mandy,desktops,10,763,7630
07 May 13,west,roger,laptops,1,500,500
07 May 13,west,lyn,tablets,1,523,523
07 May 13,east,kate,desktops,1,347,347
08 May 13,midwest,bill,tablets,1,851,851
08 May 13,mountain,frederic,desktops,1,564,564
08 May 13,east,kate,desktops,1,535,535
08 May 13,east,andy,tablets,2,63,126
08 May 13,south,fred,laptops,1,441,441
08 May 13,west,jack,laptops,1,312,312
08 May 13,west,mandy,servers,2,1708,3416
08 May 13,west,rachel,tablets,10,118,1180
08 May 13,west,kevin,software,1,182,182
08 May 13,west,jack,laptops,1,306,306
08 May 13,east,dan,laptops,2,918,1836
08 May 13,east,andy,software,1,191,191
08 May 13,east,allie,software,1,295,295
08 May 13,west,roger,desktops,1,597,597
08 May 13,west,kevin,servers,1,2208,2208
08 May 13,mountain,william,tablets,2,931,1862
08 May 13,east,joe,tablets,2,69,138
08 May 13,west,jack,desktops,2,392,784
08 May 13,south,leon,desktops,1,289,289
08 May 13,west,mandy,laptops,1,437,437
08 May 13,east,dan,software,1,373,373
08 May 13,west,roger,tablets,1,938,938
08 May 13,west,lyn,desktops,4,321,1284
09 May 13,south,harry,tablets,4,718,2872
09 May 13,east,allie,software,1,284,284
09 May 13,midwest,charles,laptops,10,567,5670
09 May 13,west,lyn,desktops,2,701,1402
09 May 13,mountain,william,tablets,1,293,293
09 May 13,west,lyn,tablets,2,838,1676
09 May 13,west,roger,tablets,1,60,60
09 May 13,midwest,bob,software,10,237,2370
09 May 13,midwest,charles,laptops,1,580,580
09 May 13,midwest,sam,desktops,10,255,2550
09 May 13,midwest,john,laptops,1,661,661
09 May 13,south,fred,tablets,10,146,1460
09 May 13,midwest,charles,tablets,1,743,743
09 May 13,east,kate,software,1,413,413
09 May 13,west,jack,tablets,4,947,3788
09 May 13,south,jim,tablets,1,865,865
09 May 13,midwest,bill,tablets,10,661,6610
09 May 13,west,kevin,software,1,302,302
09 May 13,west,lyn,laptops,10,389,3890
09 May 13,east,kate,servers,2,2608,5216
09 May 13,west,rachel,desktops,4,390,1560
09 May 13,midwest,sam,desktops,2,696,1392
09 May 13,east,kate,laptops,10,808,8080
10 May 13,midwest,bill,tablets,10,852,8520
10 May 13,west,mandy,desktops,2,406,812
10 May 13,south,sue,desktops,1,477,477
10 May 13,west,jack,laptops,1,321,321
10 May 13,mountain,james,software,1,396,396
10 May 13,mountain,claire,software,1,152,152
10 May 13,mountain,claire,tablets,1,861,861
10 May 13,midwest,john,laptops,2,564,1128
10 May 13,west,roger,desktops,1,283,283
10 May 13,mountain,frederic,tablets,2,612,1224
10 May 13,midwest,bill,laptops,1,621,621
10 May 13,east,joe,desktops,4,261,1044
10 May 13,south,sue,tablets,4,314,1256
10 May 13,west,rachel,software,1,404,404
10 May 13,west,lyn,tablets,10,507,5070
10 May 13,west,kevin,tablets,1,337,337
10 May 13,west,lyn,servers,1,1425,1425
10 May 13,west,lyn,desktops,1,393,393
10 May 13,south,sue,desktops,1,403,403
10 May 13,west,kevin,software,2,196,392
10 May 13,west,jack,tablets,10,921,9210
10 May 13,midwest,charles,desktops,1,478,478
10 May 13,east,joe,tablets,1,47,47
11 May 13,south,leon,tablets,1,887,887
11 May 13,south,leon,software,2,444,888
11 May 13,west,lyn,laptops,1,920,920
11 May 13,west,rachel,tablets,1,806,806
11 May 13,east,jackie,desktops,10,647,6470
11 May 13,west,lyn,servers,1,1480,1480
11 May 13,west,lyn,tablets,1,914,914
11 May 13,east,kate,tablets,10,571,5710
11 May 13,south,sue,laptops,1,539,539
11 May 13,east,dan,desktops,4,299,1196
11 May 13,west,rachel,software,2,202,404
11 May 13,east,dan,desktops,4,572,2288
11 May 13,south,fred,tablets,1,269,269
11 May 13,west,rachel,tablets,1,780,780
11 May 13,east,dan,desktops,1,531,531
11 May 13,west,roger,laptops,2,853,1706
11 May 13,east,kate,laptops,1,973,973
11 May 13,east,andy,software,1,387,387
11 May 13,mountain,william,laptops,1,895,895
11 May 13,east,jackie,laptops,10,833,8330
11 May 13,south,jim,tablets,10,294,2940
11 May 13,midwest,bob,desktops,4,360,1440
11 May 13,south,sue,software,1,294,294
12 May 13,mountain,james,tablets,10,995,9950
12 May 13,west,mandy,tablets,10,544,5440
12 May 13,south,leon,tablets,1,503,503
12 May 13,mountain,claire,software,1,150,150
12 May 13,south,sue,tablets,1,659,659
12 May 13,midwest,bill,desktops,1,446,446
12 May 13,south,harry,software,2,270,540
12 May 13,west,jack,tablets,1,528,528
12 May 13,mountain,james,tablets,10,354,3540
12 May 13,mountain,claire,servers,1,1046,1046
12 May 13,mountain,frederic,laptops,10,427,4270
12 May 13,south,fred,software,1,184,184
12 May 13,west,jack,tablets,1,460,460
12 May 13,east,allie,tablets,2,695,1390
12 May 13,south,harry,desktops,4,594,2376
12 May 13,midwest,sam,servers,2,2070,4140
12 May 13,midwest,sam,tablets,1,314,314
12 May 13,west,rachel,software,2,335,670
12 May 13,midwest,bob,servers,2,2738,5476
12 May 13,east,jackie,tablets,1,198,198
12 May 13,east,jackie,tablets,10,152,1520
12 May 13,south,fred,desktops,2,275,550
12 May 13,west,roger,laptops,1,866,866
13 May 13,east,andy,tablets,1,409,409
13 May 13,west,lyn,software,1,467,467
13 May 13,east,andy,tablets,2,388,776
13 May 13,east,kate,tablets,1,242,242
13 May 13,mountain,james,desktops,1,543,543
13 May 13,east,joe,laptops,2,502,1004
13 May 13,east,kate,software,2,455,910
13 May 13,west,mandy,laptops,1,681,681
13 May 13,south,jim,laptops,4,508,2032
13 May 13,west,kevin,tablets,1,328,328
13 May 13,west,roger,desktops,1,250,250
13 May 13,west,lyn,software,1,125,125
13 May 13,midwest,bill,laptops,1,353,353
13 May 13,west,jack,desktops,2,606,1212
13 May 13,east,kate,tablets,1,974,974
13 May 13,west,lyn,laptops,1,621,621
13 May 13,east,allie,software,1,343,343
13 May 13,east,jackie,tablets,10,420,4200
13 May 13,east,allie,tablets,2,946,1892
13 May 13,south,debs,tablets,1,251,251
13 May 13,west,lyn,tablets,10,556,5560
13 May 13,west,roger,tablets,2,507,1014
13 May 13,west,roger,tablets,4,457,1828
14 May 13,west,roger,software,1,470,470
14 May 13,west,lyn,desktops,10,787,7870
14 May 13,east,kate,laptops,1,383,383
14 May 13,midwest,bob,tablets,1,738,738
14 May 13,mountain,claire,servers,1,2310,2310
14 May 13,west,jack,laptops,1,599,599
14 May 13,south,harry,tablets,1,586,586
14 May 13,east,kate,software,1,226,226
14 May 13,east,joe,laptops,1,569,569
14 May 13,south,jim,laptops,1,457,457
14 May 13,south,harry,desktops,1,339,339
14 May 13,mountain,frederic,tablets,1,480,480
14 May 13,midwest,bill,tablets,1,653,653
14 May 13,west,kevin,software,1,161,161
14 May 13,south,leon,tablets,1,994,994
14 May 13,midwest,bob,desktops,1,324,324
14 May 13,west,roger,servers,2,1657,3314
14 May 13,west,jack,desktops,1,613,613
14 May 13,west,roger,desktops,2,436,872
14 May 13,south,harry,desktops,1,717,717
14 May 13,midwest,bob,desktops,1,498,498
14 May 13,east,kate,tablets,2,314,628
14 May 13,midwest,bill,laptops,1,602,602
15 May 13,midwest,john,laptops,1,438,438
15 May 13,south,debs,desktops,2,368,736
15 May 13,south,jim,laptops,1,812,812
15 May 13,west,kevin,tablets,1,412,412
15 May 13,west,jack,servers,2,1988,3976
15 May 13,west,mandy,tablets,2,433,866
15 May 13,west,lyn,tablets,1,367,367
15 May 13,west,rachel,laptops,2,555,1110
15 May 13,east,kate,laptops,4,479,1916
15 May 13,west,jack,servers,4,2160,8640
15 May 13,midwest,john,tablets,1,226,226
15 May 13,south,debs,tablets,2,339,678
15 May 13,west,kevin,software,1,285,285
15 May 13,south,fred,software,1,488,488
15 May 13,west,mandy,laptops,2,691,1382
15 May 13,east,joe,tablets,10,588,5880
15 May 13,south,fred,tablets,4,74,296
15 May 13,south,fred,tablets,2,524,1048
15 May 13,south,jim,tablets,2,890,1780
15 May 13,west,lyn,software,1,140,140
15 May 13,east,andy,tablets,1,543,543
15 May 13,west,rachel,laptops,1,825,825
15 May 13,west,kevin,desktops,1,752,752
16 May 13,east,dan,laptops,2,713,1426
16 May 13,midwest,bob,tablets,1,89,89
16 May 13,south,leon,tablets,1,538,538
16 May 13,midwest,bob,desktops,1,468,468
16 May 13,west,rachel,laptops,10,833,8330
16 May 13,west,roger,tablets,1,332,332
16 May 13,south,fred,tablets,1,189,189
16 May 13,midwest,charles,desktops,1,596,596
16 May 13,south,fred,tablets,1,354,354
16 May 13,midwest,bill,servers,1,2350,2350
16 May 13,west,rachel,software,1,234,234
16 May 13,east,jackie,software,1,109,109
16 May 13,midwest,bill,tablets,1,372,372
16 May 13,south,fred,laptops,10,660,6600
16 May 13,west,rachel,laptops,1,477,477
16 May 13,mountain,claire,servers,1,1327,1327
16 May 13,south,leon,tablets,1,691,691
16 May 13,east,joe,tablets,1,409,409
16 May 13,east,kate,laptops,1,983,983
16 May 13,east,jackie,tablets,2,648,1296
16 May 13,east,jackie,desktops,1,313,313
16 May 13,west,lyn,tablets,1,519,519
16 May 13,west,jack,software,10,365,3650
17 May 13,midwest,charles,laptops,1,616,616
17 May 13,west,roger,tablets,1,950,950
17 May 13,east,jackie,servers,1,2086,2086
17 May 13,west,rachel,software,2,268,536
17 May 13,east,jackie,tablets,1,617,617
17 May 13,west,lyn,tablets,4,633,2532
17 May 13,midwest,sam,software,4,192,768
17 May 13,east,kate,laptops,2,757,1514
17 May 13,south,harry,desktops,1,587,587
